"municipio","poblacion","poblacion_c","concejo_grande","n_concejales","pib_pc","prop_pobres","bancas_2000","mortalidad_infantil","mortalidad_postneonatal","matricula_primaria","ideb","burocratas","proyectos_servicios"
"M1557",30975,-16644,0,9,11.9,0.347,9,21.6,7.5,24.2,5,455,44
"M1558",60537,12918,1,10,11.4,0.315,9,17.2,6.5,24.6,4.7,633,28
"M1559",45529,-2090,0,9,12.1,0.295,9,20.8,5,24.3,4.7,461,34
"M1560",68393,20774,1,10,14,0.32,9,16.3,5.5,28.8,5,540,53
"M1561",70674,23055,1,10,14,0.431,9,18.5,5,23.8,4.9,638,51
"M1562",71613,23994,1,10,14.6,0.317,9,15.7,5.1,27.6,4.6,645,52
"M1563",39583,-8036,0,9,8.4,0.361,9,22.2,7.9,24.8,4.3,553,41
"M1564",59984,12365,1,10,9.5,0.334,9,17.8,6.9,26.9,4,541,41
"M1565",51605,3986,1,10,8.9,0.358,9,18.2,5.5,25.9,4.3,572,59
"M1566",39108,-8511,0,9,13.1,0.379,9,20.8,9.8,21.2,4.3,438,35
"M1567",52015,4396,1,10,14.9,0.345,9,17.3,5.6,29.5,4.6,549,43
"M1568",64538,16919,1,10,15.5,0.341,10,21.4,5.8,22.1,4.5,718,52
"M1569",25184,-22435,0,9,10.1,0.327,9,20,6.8,22.3,4.4,537,33
"M1570",63971,16352,1,10,15.2,0.239,9,14.9,6,29.8,3.7,561,51
"M1571",36360,-11259,0,9,8.3,0.327,10,21.5,6.7,23.8,4.9,541,38
"M1572",45097,-2522,0,9,9.3,0.302,9,23.3,6.7,23.8,4.2,478,41
"M1573",64665,17046,1,10,12.4,0.334,9,16.1,6.6,30.1,5.3,627,48
"M1574",44612,-3007,0,9,10.9,0.42,9,17.2,6.7,23.2,3.8,506,52
"M1575",69210,21591,1,10,16.6,0.345,9,19.2,4.7,32.1,4.5,603,41
"M1576",34234,-13385,0,9,12.2,0.38,10,23.6,7,23.1,5.1,517,35
"M1577",25997,-21622,0,9,9.2,0.297,9,20.5,8.5,24.8,4.5,353,32
"M1578",21990,-25629,0,9,8.2,0.326,9,20.1,8.8,23.7,4.1,419,43
"M1579",33645,-13974,0,9,12,0.369,9,23.4,7.1,22,3.9,476,36
"M1580",73949,26330,1,10,12.9,0.321,9,18.6,5.7,25.6,4.9,601,52
"M1581",65215,17596,1,10,13.3,0.324,9,18.2,5.9,29.1,4.1,665,53
"M1582",70477,22858,1,10,8.7,0.309,9,15.9,6,33,4,666,49
"M1583",57624,10005,1,10,12.1,0.356,9,18,4,23.5,5.1,596,38
"M1584",61883,14264,1,10,12.5,0.342,9,22.2,6,27.6,4,636,46
"M1585",31860,-15759,0,9,14.7,0.39,9,20.8,7.2,25.3,4.8,442,44
"M1586",46902,-717,0,9,11.1,0.383,9,24,6.6,24.1,3.6,364,23
"M1587",66708,19089,1,10,13.5,0.204,9,14.8,5,26.7,4.1,686,68
"M1588",27497,-20122,0,9,13.2,0.309,9,19.8,7,23.1,4.3,478,47
"M1589",61462,13843,1,10,13,0.272,9,15.1,4.3,22.3,4.8,594,53
"M1590",70501,22882,1,10,12.9,0.229,9,15.8,6.6,27.7,4.6,580,35
"M1591",30398,-17221,0,9,9.5,0.337,9,18.6,6.8,23.1,4.3,454,35
"M1592",73768,26149,1,10,17.6,0.294,9,11.1,6.1,28,5.1,656,55
"M1593",37827,-9792,0,9,10.9,0.4,9,23.9,5,24.2,4.3,454,45
"M1594",30059,-17560,0,9,11.5,0.329,9,20.2,9.3,23.6,4.3,502,31
"M1595",34218,-13401,0,9,6.3,0.376,10,25.4,8.7,25.5,4.6,432,38
"M1596",65654,18035,1,10,14.5,0.265,9,17.9,6,24.3,3.9,657,42
"M1597",29474,-18145,0,9,10.9,0.346,10,23.8,10,24.9,3.5,541,34
"M1598",30436,-17183,0,9,11.5,0.424,9,18.5,7.5,23.4,4.1,437,41
"M1599",28941,-18678,0,9,8.4,0.432,10,16.5,7.8,26.4,4.3,498,46
"M1600",46997,-622,0,9,13,0.386,9,18,7,20.6,4,380,33
"M1601",64065,16446,1,10,12.9,0.321,9,17,5,22,4,603,41
"M1602",23257,-24362,0,9,10.6,0.351,9,21.3,6.5,24.6,4.3,447,40
"M1603",44316,-3303,0,9,10.7,0.327,10,22.5,5.2,27.9,4.3,425,30
"M1604",46299,-1320,0,9,14.5,0.26,9,21.7,7.7,24.2,4.2,417,37
"M1605",24216,-23403,0,9,11,0.347,9,20.8,9.1,20.4,4.2,413,30
"M1606",47542,-77,0,9,9.2,0.357,9,18.7,6.9,26.9,4.1,441,25
"M1607",42216,-5403,0,9,9.2,0.433,9,15.5,9.3,22.2,4,469,37
"M1608",60837,13218,1,10,10.9,0.259,9,22.5,7.1,27.2,5.4,640,54
"M1609",59912,12293,1,10,11,0.302,9,16,6.6,33.5,3.7,597,58
"M1610",37029,-10590,0,9,12.2,0.388,9,16.4,8.4,21,3.8,452,52
"M1611",73331,25712,1,10,14.8,0.304,9,15.1,4.5,29.5,5.2,562,37
"M1612",65058,17439,1,10,13.2,0.255,9,18.2,5.5,25.2,5.3,587,47
"M1613",30068,-17551,0,9,14.3,0.283,9,20.7,8,22.5,4.9,404,23
"M1614",23832,-23787,0,9,6.7,0.477,9,19.2,6.2,27.1,3.9,446,23
"M1615",21841,-25778,0,9,10.3,0.456,9,19.5,6.8,26.2,4.5,537,27
"M1616",57557,9938,1,10,16.1,0.324,9,19.3,6.5,22.8,5.1,593,44
"M1617",31567,-16052,0,9,9.3,0.429,9,18,8,23.1,4.3,480,35
"M1618",63227,15608,1,10,13.7,0.336,10,20.7,4.8,29.6,4.8,682,51
"M1619",55050,7431,1,10,14.4,0.317,9,14,5.2,24.1,4.5,557,51
"M1620",20900,-26719,0,9,10.8,0.363,10,21.6,6.4,26.3,3.7,454,36
"M1621",24378,-23241,0,9,10.7,0.415,9,23.3,10.8,22.1,4.2,484,24
"M1622",38938,-8681,0,9,12.2,0.298,9,17.9,9.7,21,4,480,33
"M1623",63677,16058,1,10,13.4,0.314,9,15.8,5.3,24.1,5,597,50
"M1624",44595,-3024,0,9,10.9,0.307,9,22.6,8.7,24.4,4.2,394,39
"M1625",55825,8206,1,10,15.7,0.396,9,15.6,6.2,27.1,4.6,579,44
"M1626",73665,26046,1,10,14.2,0.273,10,14.5,7,24.8,5.2,667,44
"M1627",74425,26806,1,10,13.6,0.328,10,18.1,6.2,22.7,4.6,693,55
"M1628",26556,-21063,0,9,10.4,0.461,9,21.5,6.6,25.7,4,387,38
"M1629",47740,121,1,10,12.2,0.371,9,17.6,5.3,23.1,4.4,542,52
"M1630",26723,-20896,0,9,11.4,0.396,9,20.5,6.1,23.1,4.2,462,32
"M1631",66065,18446,1,10,11.5,0.339,9,14.6,7.4,25.8,5.1,587,54
"M1632",73809,26190,1,10,14.5,0.352,9,13.7,4.8,29,5.2,625,54
"M1633",50560,2941,1,10,12.9,0.357,9,18.3,7.2,30.8,3.9,616,61
"M1634",48460,841,1,10,14,0.429,9,19.2,6.8,30.5,4.9,616,51
"M1635",40977,-6642,0,9,13.7,0.398,9,23.8,6.5,28.8,4.2,492,30
"M1636",23966,-23653,0,9,13.7,0.259,9,21.1,9.9,22,4.5,440,32
"M1637",52929,5310,1,10,10.3,0.346,9,19.5,6.2,24.4,4,570,56
"M1638",49100,1481,1,10,13.2,0.395,9,16.3,3.8,28.3,5.1,580,47
"M1639",27229,-20390,0,9,7.6,0.424,9,22.4,7.5,24.9,4.2,430,32
"M1640",64686,17067,1,10,13.3,0.262,9,14.4,4.5,25.1,4.3,594,53
"M1641",44801,-2818,0,9,8.8,0.402,10,16.6,6.3,20,3.5,475,47
"M1642",25373,-22246,0,9,11.6,0.337,9,20.6,8.7,27.5,3.9,468,43
"M1643",73429,25810,1,10,10.4,0.217,9,15.7,6.4,33.8,4.9,620,39
"M1644",59416,11797,1,10,12.4,0.263,9,18.1,6.3,29.9,5.1,601,47
"M1645",48935,1316,1,10,12.9,0.328,9,14.2,4.6,28.5,4.8,501,56
"M1646",28919,-18700,0,9,10.6,0.411,9,19.3,7.1,22.8,3.3,470,48
"M1647",48025,406,1,10,10.6,0.34,9,15.3,7.5,31.2,3.3,564,42
"M1648",46258,-1361,0,9,13.1,0.367,9,15.7,5.8,29.1,3.3,472,41
"M1649",47385,-234,0,9,14.9,0.314,9,22.8,6.1,24.7,5.2,417,36
"M1650",50441,2822,1,10,12.9,0.309,9,16.9,6,34.6,3.8,672,39
"M1651",35304,-12315,0,9,9,0.373,9,20.3,9.4,24.8,3.4,553,49
"M1652",54819,7200,1,10,13.1,0.311,9,17.4,6.4,34.9,3.9,580,41
"M1653",54479,6860,1,10,16.9,0.311,9,19.4,3.7,28.1,4.3,566,56
"M1654",23920,-23699,0,9,7.4,0.481,9,18.7,8.5,23.9,4.1,411,32
"M1655",46029,-1590,0,9,15.1,0.316,9,20.1,8.1,25.5,4.5,456,30
"M1656",29661,-17958,0,9,9.9,0.307,10,19.9,6.3,21.7,4.6,386,36
"M1657",74144,26525,1,10,11.6,0.286,9,20,5.3,26.6,4.2,591,46
"M1658",41401,-6218,0,9,11.4,0.31,9,18.9,8.8,28.7,5.1,481,47
"M1659",44704,-2915,0,9,16.3,0.307,9,18.4,9.4,23.1,4.7,500,43
"M1660",45105,-2514,0,9,11.2,0.339,9,22.1,4.8,20.4,4.4,496,41
"M1661",72042,24423,1,10,9,0.313,10,18.9,3.6,25.1,4.6,599,59
"M1662",32885,-14734,0,9,9.7,0.374,10,19.9,6.9,26.6,4.4,564,38
"M1663",50823,3204,1,10,11.7,0.343,10,18.9,6.6,26.9,4.9,572,47
"M1664",32614,-15005,0,9,7.3,0.4,9,18.9,7.9,22.1,4.9,408,41
"M1665",27509,-20110,0,9,11.6,0.336,9,28,8.9,23.2,4.2,476,35
"M1666",61788,14169,1,10,15.9,0.322,10,18.4,6.3,28.5,3.7,576,37
"M1667",21228,-26391,0,9,9.5,0.436,9,22.2,5.9,24.5,3.5,484,35
"M1668",73809,26190,1,10,12.3,0.405,9,11.5,8.2,25,5,576,59
"M1669",54820,7201,1,10,13,0.309,10,17.4,3.6,20.2,4.2,514,43
"M1670",34909,-12710,0,9,10.3,0.458,9,21.8,5,30.9,4.2,464,43
"M1671",21773,-25846,0,9,9,0.375,9,21.4,7.3,25.9,4.2,433,31
"M1672",51242,3623,1,10,11.1,0.303,10,18.6,5.9,31.1,4.3,646,54
"M1673",45749,-1870,0,9,14.2,0.247,10,22.2,6.2,22.2,5,432,40
"M1674",51425,3806,1,10,13.8,0.344,9,16.2,5.8,27.1,5.6,567,34
"M1675",34991,-12628,0,9,11.5,0.287,9,16.5,6.9,26.4,4.2,434,44
"M1676",48954,1335,1,10,9.9,0.423,9,16.2,5.9,26.4,5.1,648,55
"M1677",54055,6436,1,10,10.1,0.316,9,21.4,5.8,23.9,4.8,548,42
"M1678",45012,-2607,0,9,12.1,0.373,9,21.6,8.1,25.3,4.1,509,27
"M1679",67361,19742,1,10,10.1,0.209,9,17.4,4.9,24.6,4.5,625,55
"M1680",74188,26569,1,10,13.8,0.271,10,17,4.6,27.8,4.6,644,49
"M1681",70864,23245,1,10,14.2,0.348,9,17.8,4.5,32.9,5,658,55
"M1682",61229,13610,1,10,15.6,0.273,9,14.6,5.1,30.6,4.9,598,51
"M1683",73937,26318,1,10,13.1,0.252,9,18.4,6.7,24.1,3.9,670,57
"M1684",42989,-4630,0,9,11.3,0.312,9,20.9,6.3,25.3,4.3,435,41
"M1685",40090,-7529,0,9,9.3,0.341,9,19.5,7.3,22,4.4,432,32
"M1686",27703,-19916,0,9,9,0.244,9,26,7.1,21.8,4.5,477,35
"M1687",28266,-19353,0,9,9,0.373,10,21.2,8.9,20.7,4.5,516,29
"M1688",32800,-14819,0,9,9.9,0.358,10,21.9,6.9,25.6,4.5,438,39
"M1689",20425,-27194,0,9,10.9,0.424,9,17.6,8.7,29.4,4.7,453,45
"M1690",36626,-10993,0,9,9,0.265,10,19.7,5,19,4.4,460,50
"M1691",66404,18785,1,10,13.9,0.319,9,16,7.7,24.6,5,623,49
"M1692",60793,13174,1,10,13.7,0.347,9,15.8,5.1,24.8,4.4,571,58
"M1693",34449,-13170,0,9,9.5,0.418,9,19.2,7.1,24.6,4.5,515,24
"M1694",32690,-14929,0,9,10.9,0.374,9,26.9,6.1,29.9,4.2,513,24
"M1695",52511,4892,1,10,12.1,0.313,9,16.9,5.3,23.9,4.5,539,44
"M1696",22729,-24890,0,9,7.2,0.34,9,19.1,7.2,20.8,4.7,448,26
"M1697",67286,19667,1,10,14.5,0.378,9,19.7,4.5,21.8,4.9,605,52
"M1698",67324,19705,1,10,11.5,0.305,9,15.8,6,31.4,4.7,679,41
"M1699",66051,18432,1,10,14.4,0.243,10,16.6,5.5,29.8,4.3,621,46
"M1700",36291,-11328,0,9,11,0.413,9,20.8,7.8,24.5,4.4,452,47
"M1701",29347,-18272,0,9,11.2,0.377,9,21,6.2,22.5,2.7,427,40
"M1702",74595,26976,1,10,14.8,0.34,9,17.4,7.7,23,4,501,57
"M1703",23091,-24528,0,9,10.8,0.317,9,20.9,6.5,23.6,3.7,512,44
"M1704",74758,27139,1,10,15.5,0.238,9,15.1,4,27,5.1,640,63
"M1705",47452,-167,0,9,9.6,0.426,9,15.7,8.4,22,3.6,464,46
"M1706",44027,-3592,0,9,12,0.369,9,20.9,7.7,26.4,4.3,485,37
"M1707",58563,10944,1,10,16.4,0.324,9,15.9,5.4,27.6,4.5,578,45
"M1708",20993,-26626,0,9,13.2,0.436,10,21,7.1,26.2,3.7,501,28
"M1709",37364,-10255,0,9,12.8,0.393,9,23.9,6.4,22.8,4.3,477,41
"M1710",71696,24077,1,10,15.2,0.23,9,19.1,6.4,30.7,4.5,662,49
"M1711",47788,169,1,10,9.3,0.349,9,17.7,6.3,25.8,3.7,570,46
"M1712",39646,-7973,0,9,8.6,0.395,9,21.3,8.9,22.8,3.8,435,34
"M1713",74304,26685,1,10,17.1,0.25,9,14.8,5.2,31,4.8,612,52
"M1714",72159,24540,1,10,13.9,0.328,9,20.3,6.7,26.5,5.2,600,50
"M1715",71776,24157,1,10,12.1,0.36,10,18,6.1,29.6,5.1,581,49
"M1716",56297,8678,1,10,13.5,0.41,10,19.3,5.2,25.8,5.2,624,55
"M1717",23075,-24544,0,9,7.4,0.397,9,21.7,10.3,26.4,5,426,37
"M1718",41692,-5927,0,9,15.8,0.379,9,25.7,7.7,27.1,3.8,483,31
"M1719",69990,22371,1,10,16.8,0.358,9,16.4,4.8,19.6,4.1,541,39
"M1720",20218,-27401,0,9,12.8,0.426,9,20.8,7.7,22.4,3.6,370,33
"M1721",45344,-2275,0,9,11.8,0.332,9,19.3,7.5,17.4,3.9,506,42
"M1722",59617,11998,1,10,12.3,0.353,9,17.3,7.3,29.5,4,560,49
"M1723",63634,16015,1,10,15.1,0.237,10,19.6,6.1,29.6,4.4,546,46
"M1724",64827,17208,1,10,11.2,0.251,9,18.2,4.5,32.7,5.9,613,49
"M1725",23283,-24336,0,9,7.3,0.343,10,24.2,10,20.2,4.3,449,41
"M1726",51971,4352,1,10,10.3,0.319,9,13.3,5.3,29.8,4.1,606,46
"M1727",73378,25759,1,10,10,0.281,9,16.4,4.4,29.6,4.4,687,37
"M1728",46810,-809,0,9,15.6,0.315,9,19.2,9.4,28.9,5.2,540,45
"M1729",56157,8538,1,10,12.1,0.355,9,19.4,6.2,27.3,5,601,32
"M1730",27524,-20095,0,9,9.3,0.406,9,17.9,10.1,29,4.6,467,36
"M1731",41474,-6145,0,9,11.8,0.394,9,21.8,6.8,24.8,4.3,468,52
"M1732",40982,-6637,0,9,12.1,0.343,10,21,5.9,20.5,5.1,449,40
"M1733",67470,19851,1,10,13.5,0.252,10,18.2,5.2,29.6,4,643,52
"M1734",62739,15120,1,10,13.1,0.27,9,20.7,6.4,30.7,4.6,648,59
"M1735",35282,-12337,0,9,10.6,0.319,9,21.2,6.2,19.5,4.5,425,44
"M1736",23170,-24449,0,9,9.5,0.408,9,20.4,6.4,24.2,4.2,479,30
"M1737",45129,-2490,0,9,10.7,0.416,9,20.9,7.7,21.4,3.6,557,32
"M1738",31738,-15881,0,9,11.3,0.424,9,23.3,6.9,22.1,3.9,440,39
"M1739",63179,15560,1,10,15,0.357,9,18.2,6.5,28.5,4.6,587,44
"M1740",27548,-20071,0,9,10,0.422,9,24.4,5.9,20.1,3.7,440,53
"M1741",59060,11441,1,10,13.4,0.318,9,17.6,6.2,28.3,4.7,598,34
"M1742",46710,-909,0,9,10.6,0.316,9,20.3,8,19.4,5.1,418,52
"M1743",58986,11367,1,10,10,0.295,9,13.5,6.5,27.5,4.2,550,41
"M1744",41725,-5894,0,9,10.9,0.375,9,20.7,2.6,23.9,4.9,451,41
"M1745",45402,-2217,0,9,15,0.384,9,15.7,6,22,4.3,496,36
"M1746",35579,-12040,0,9,12.2,0.259,9,22.2,7.8,24.4,3.7,442,36
"M1747",61037,13418,1,10,13.3,0.191,9,18.9,6.5,31.5,4.8,626,56
"M1748",31710,-15909,0,9,10.1,0.337,9,20.9,5.7,23.8,4.7,376,37
"M1749",51137,3518,1,10,15.4,0.409,9,18.4,6.9,29.5,4.7,593,49
"M1750",48799,1180,1,10,10.1,0.376,9,15.9,4.9,26.7,5.2,575,45
"M1751",63488,15869,1,10,14.3,0.307,9,19.5,3.7,25.1,4.3,573,53
"M1752",27256,-20363,0,9,11.5,0.341,9,23,6.8,18.7,4,482,32
"M1753",30155,-17464,0,9,8.9,0.393,10,22.5,8.1,23,4,409,38
"M1754",55856,8237,1,10,12.1,0.21,9,16.9,5.5,26,4.9,644,41
"M1755",50759,3140,1,10,10.2,0.245,9,19.1,5.9,22.5,4.5,595,51
"M1756",26346,-21273,0,9,10.8,0.313,9,21,7.7,24.2,3.8,442,32
"M1757",36167,-11452,0,9,13.7,0.37,9,26.4,7.1,21.4,4.7,363,38
"M1758",71005,23386,1,10,11.3,0.287,10,18.6,5.5,23.5,4.5,658,52
"M1759",20870,-26749,0,9,10.1,0.353,9,24.3,8.1,19,4.1,479,21
"M1760",45394,-2225,0,9,12.4,0.315,9,24.8,6.9,24.2,3.8,458,39
"M1761",49066,1447,1,10,13.9,0.39,9,18.9,6.9,23.4,4.5,628,50
"M1762",33748,-13871,0,9,12,0.385,9,19.4,5.1,29.1,4.2,536,45
"M1763",64362,16743,1,10,12.9,0.304,9,15.5,4.6,26.1,4.7,559,38
"M1764",50980,3361,1,10,13.7,0.35,9,18.1,7.3,28,4.3,567,61
"M1765",58513,10894,1,10,12.1,0.312,9,20,4.9,29.1,4.3,575,49
"M1766",53831,6212,1,10,13.8,0.275,9,16.6,3.8,25.8,4.1,656,48
"M1767",24810,-22809,0,9,10.8,0.391,9,18.9,8.2,21.4,3.9,409,37
"M1768",45394,-2225,0,9,11.9,0.371,9,16.6,5.9,20.4,3.4,489,49
"M1769",71874,24255,1,10,11.9,0.273,9,19,5.2,25.5,4.4,552,48
"M1770",37818,-9801,0,9,9.8,0.292,9,20.7,6.6,25,4.3,445,44
"M1771",46983,-636,0,9,11.7,0.299,9,20.7,7.8,23,4.7,523,36
"M1772",73866,26247,1,10,12.3,0.23,9,12.9,7,28.5,5,616,42
"M1773",44503,-3116,0,9,13.2,0.335,9,21.6,5.4,25.5,4.8,528,40
"M1774",28980,-18639,0,9,13.6,0.363,9,24.2,7.5,23.2,5,465,36
"M1775",41144,-6475,0,9,12.9,0.365,10,18,6.3,18.5,5,491,39
"M1776",65804,18185,1,10,10.8,0.283,9,13.2,4.6,27.7,4.6,623,53
"M1777",44339,-3280,0,9,11.1,0.277,10,21.4,10.2,27,4.4,510,40
"M1778",71079,23460,1,10,11,0.278,9,14.5,5.8,32,5,711,45
"M1779",25476,-22143,0,9,10,0.361,9,24.4,9.3,24.3,4.3,405,32
"M1780",24346,-23273,0,9,9.8,0.306,9,18.4,10.1,25.8,4.1,375,33
"M1781",32043,-15576,0,9,8,0.364,9,23.4,7,24.8,3.7,473,43
"M1782",42416,-5203,0,9,12.4,0.388,10,21.9,6.5,25.5,4.5,529,50
"M1783",32106,-15513,0,9,11.1,0.36,10,22,7.7,27.2,4.3,458,28
"M1784",32247,-15372,0,9,12.3,0.329,9,24.3,8.1,26.6,4.7,425,44
"M1785",41680,-5939,0,9,10.3,0.319,9,15.9,6.5,27.7,4.6,485,53
"M1786",31403,-16216,0,9,10.9,0.397,9,22.9,4.9,24.5,3.8,474,50
"M1787",74247,26628,1,10,14.4,0.276,9,17.8,4.9,29.6,4.9,690,53
"M1788",34953,-12666,0,9,9.2,0.378,9,23.5,7.6,22.6,3.7,428,31
"M1789",48134,515,1,10,11.3,0.332,9,18.9,5.8,23.6,4.9,557,41
"M1790",43743,-3876,0,9,12,0.343,9,19,6,23.1,3.4,430,35
"M1791",42267,-5352,0,9,13.6,0.33,9,20.9,10.1,25.3,4.4,488,48
"M1792",34858,-12761,0,9,7.2,0.459,9,21.4,5.7,19.6,4.4,433,27
"M1793",25678,-21941,0,9,11.1,0.439,9,23.5,6.6,21,4.3,439,36
"M1794",33674,-13945,0,9,11.3,0.389,9,21.3,8.1,24.8,4.6,477,45
"M1795",55947,8328,1,10,12.8,0.378,9,14.1,7.1,28.2,6,583,49
"M1796",50326,2707,1,10,10.7,0.257,9,17.6,5.9,27,4.6,514,50
"M1797",37164,-10455,0,9,9.4,0.313,9,26.9,7.6,24.9,4.4,506,32
"M1798",20036,-27583,0,9,8.7,0.342,10,25.1,7.2,20.3,4.7,434,37
"M1799",23466,-24153,0,9,12,0.386,9,23.2,8.4,20,3.7,424,35
"M1800",70347,22728,1,10,16.4,0.331,9,16.4,5.9,27.6,5.9,626,58
"M1801",30647,-16972,0,9,12.3,0.379,9,19.3,6.7,24.2,3.3,478,44
"M1802",54581,6962,1,10,10.2,0.27,9,15.4,4.1,27.9,4.3,629,39
"M1803",36636,-10983,0,9,7.9,0.382,9,20.6,6,24.3,4.6,485,36
"M1804",35792,-11827,0,9,13.4,0.368,9,16.4,8.7,19.7,4.5,474,33
"M1805",64861,17242,1,10,10.9,0.302,9,17.9,5.9,32,4.1,637,52
"M1806",30569,-17050,0,9,11.4,0.343,9,21.2,7.2,21.6,4.7,480,44
"M1807",36735,-10884,0,9,11.4,0.405,9,20.8,8.2,24.7,5,434,41
"M1808",38001,-9618,0,9,9.7,0.382,9,18,8.4,22.4,3.5,515,57
"M1809",62143,14524,1,10,13.6,0.225,9,15.8,6.8,29.1,4.3,558,48
"M1810",67974,20355,1,10,15.4,0.34,9,17.9,4.4,25.7,5,630,53
"M1811",70794,23175,1,10,10.2,0.252,9,16.7,5.9,29.4,4.6,566,60
"M1812",52551,4932,1,10,10.9,0.218,9,19.3,3.8,25.3,4.9,593,50
"M1813",21440,-26179,0,9,13.4,0.474,9,19.8,6.2,20.4,4.4,454,36
"M1814",58436,10817,1,10,16.4,0.333,9,18.1,5.5,26.8,4.3,628,47
"M1815",37158,-10461,0,9,9.3,0.372,9,20.9,8.4,24.8,4.4,429,44
"M1816",70778,23159,1,10,11,0.368,9,16,5.9,27.3,4.3,671,55
"M1817",68471,20852,1,10,14.7,0.36,9,15.5,5.9,30.6,5.6,615,70
"M1818",36696,-10923,0,9,14.5,0.394,9,21.9,8.9,18.2,4.2,483,44
"M1819",27500,-20119,0,9,14.8,0.331,9,22.3,9.5,24.6,4.7,410,29
"M1820",67582,19963,1,10,11.5,0.367,9,22.5,4.8,27.6,3.9,567,45
"M1821",41790,-5829,0,9,11.1,0.285,9,20,8,23.2,4.2,453,34
"M1822",47555,-64,0,9,10.9,0.212,9,19.5,5.7,19.9,4.2,457,34
"M1823",41228,-6391,0,9,10.9,0.402,9,19.1,5.4,23.2,5.5,384,59
"M1824",54686,7067,1,10,13.4,0.366,9,15.8,6.1,23,3.9,623,42
"M1825",71364,23745,1,10,11.8,0.318,9,17,4.8,26.7,4.3,678,53
"M1826",34215,-13404,0,9,11.6,0.471,9,22.5,8.2,20.3,4.1,496,42
"M1827",45941,-1678,0,9,12.1,0.4,9,18.8,8.6,30.3,4.3,430,46
"M1828",71935,24316,1,10,12.8,0.314,9,15.2,6.2,31.6,4.7,614,52
"M1829",62291,14672,1,10,15.3,0.385,9,20,5.7,23.6,4.5,608,48
"M1830",27561,-20058,0,9,7.6,0.415,9,20.8,7.4,19.3,4.5,419,41
"M1831",38423,-9196,0,9,13.9,0.378,9,21.6,6.3,23.1,4.2,548,39
"M1832",65656,18037,1,10,14.4,0.202,9,19.1,5.2,27.1,4.8,654,50
"M1833",40733,-6886,0,9,11.9,0.312,9,20.1,9.3,24,4.4,492,44
"M1834",20939,-26680,0,9,11.4,0.367,9,23.5,8.4,18.8,3.1,506,42
"M1835",35841,-11778,0,9,14.4,0.319,9,18.7,9.4,25.2,4.5,523,31
"M1836",43002,-4617,0,9,9.5,0.344,9,22.3,7.3,24.5,4.7,349,46
"M1837",66434,18815,1,10,13.1,0.353,9,14.7,6.9,35.3,4.1,559,54
"M1838",57003,9384,1,10,12.8,0.404,9,17.7,6.9,31.5,4.3,557,59
"M1839",20922,-26697,0,9,8.3,0.407,9,25.3,9.5,26.7,3.9,454,39
"M1840",56444,8825,1,10,17.4,0.327,9,15.4,6.2,26.3,4.6,561,52
"M1841",38835,-8784,0,9,11.7,0.328,9,18.9,7.4,25.6,3.9,422,34
"M1842",24917,-22702,0,9,6.6,0.413,10,19.5,5.8,28.9,4.7,461,29
"M1843",59246,11627,1,10,10.6,0.341,9,23.1,5.7,26.1,4.9,590,54
"M1844",20026,-27593,0,9,10,0.36,10,22.5,7.3,22.5,3.7,483,29
"M1845",36834,-10785,0,9,9.7,0.324,9,19.9,8.4,28.4,4.2,405,40
"M1846",55943,8324,1,10,13.5,0.276,9,12.1,5.3,26.7,5.4,589,41
"M1847",31908,-15711,0,9,11.8,0.453,10,17.5,8.6,18.6,4.9,480,32
"M1848",63452,15833,1,10,13.3,0.288,9,17.1,8,25.4,5,533,51
"M1849",38634,-8985,0,9,10,0.43,9,17.7,6.9,24.5,4.5,489,53
"M1850",43109,-4510,0,9,9.8,0.254,9,13.2,8.1,25.1,4.6,393,34
"M1851",54693,7074,1,10,14,0.206,9,13.4,5.2,28.2,4,649,40
"M1852",46168,-1451,0,9,14.2,0.379,9,17.1,6.2,30.2,3.7,464,42
"M1853",42565,-5054,0,9,10.5,0.356,9,22.2,9.1,19.9,4.7,544,54
"M1854",23970,-23649,0,9,12.9,0.373,9,22,9.4,20,4,456,41
"M1855",46527,-1092,0,9,9.5,0.387,9,22.1,9.1,17.4,4.3,445,44
"M1856",33330,-14289,0,9,10.8,0.377,9,23,8.2,21.6,4.4,415,43
"M1857",26623,-20996,0,9,11,0.335,9,22,8.2,26.7,3.8,443,44
"M1858",63096,15477,1,10,17.2,0.379,9,14.1,7.6,27.9,4.7,604,46
"M1859",74300,26681,1,10,12.6,0.323,10,16.3,4.8,31.9,4.4,631,55
"M1860",69473,21854,1,10,12.8,0.185,9,17.1,8.4,25.2,4.7,534,60
"M1861",31708,-15911,0,9,9.5,0.399,9,21.1,7.9,25.2,4,393,36
"M1862",33875,-13744,0,9,12.1,0.357,9,21.7,6.9,20.8,4.9,455,21
"M1863",21906,-25713,0,9,12.3,0.472,9,22.6,8.3,16.3,3.6,432,36
"M1864",65500,17881,1,10,13.7,0.315,9,17,7.4,19.2,5.3,580,61
"M1865",26946,-20673,0,9,14.8,0.319,9,23.1,7.9,23.8,4,409,32
"M1866",29883,-17736,0,9,12.1,0.41,9,23,6.3,27.5,3.8,464,35
"M1867",53772,6153,1,10,13.7,0.277,9,20.6,7.6,19.4,4.6,573,51
"M1868",65448,17829,1,10,11.9,0.295,10,19,5.4,25.1,5.2,503,53
