"municipio","region","nordeste","poblacion","poblacion_c","umbral","concejo_grande","n_concejales","pib_pc","prop_pobres","bancas_2000","mortalidad_infantil","mortalidad_postneonatal","matricula_primaria","ideb","burocratas","proyectos_servicios"
"M1252","Nordeste",1,50244,2625,47619,1,10,12.5,0.26,9,17.5,7,23.5,4.3,665,40
"M1253","Nordeste",1,41417,-6202,47619,0,9,10.7,0.316,10,24.2,5,24.2,4.3,414,36
"M1254","Centro-Oeste",0,23286,-24333,47619,0,9,12.2,0.346,9,22.1,7.9,29.6,4.4,475,25
"M1255","Sudeste",0,26838,-20781,47619,0,9,10.1,0.323,9,23,6.6,29.7,4.8,482,37
"M1256","Nordeste",1,58746,11127,47619,1,10,9.8,0.329,10,22.1,5.8,31.6,4,629,47
"M1257","Nordeste",1,44025,-3594,47619,0,9,15.1,0.396,9,21.1,6.5,25.5,4.2,479,25
"M1258","Centro-Oeste",0,67123,19504,47619,1,10,15,0.335,9,14.6,5.6,31.5,3.9,592,63
"M1259","Sudeste",0,44012,-3607,47619,0,9,17.2,0.321,9,22.2,11.3,18.9,4.6,470,48
"M1260","Centro-Oeste",0,31981,-15638,47619,0,9,10,0.442,9,19.1,7.6,21.7,3.7,553,28
"M1261","Centro-Oeste",0,24626,-22993,47619,0,9,9.4,0.318,9,24.4,7.1,25.9,3.9,482,46
"M1262","Sudeste",0,48480,861,47619,1,10,13.9,0.239,9,18.6,6.9,27.3,5.5,528,42
"M1263","Norte",0,28676,-18943,47619,0,9,8.7,0.434,9,20.3,9.5,21,4.6,554,38
"M1264","Nordeste",1,39487,-8132,47619,0,9,8.1,0.345,10,21.2,9.2,22.1,5.2,488,45
"M1265","Sul",0,22525,-25094,47619,0,9,7.9,0.37,9,21.6,5.7,21.3,4.4,452,19
"M1266","Norte",0,58635,11016,47619,1,10,15.5,0.286,9,18.9,7.9,29.8,4.4,576,49
"M1267","Nordeste",1,40357,-7262,47619,0,9,9.6,0.264,9,21.3,7.9,23.6,4.2,459,23
"M1268","Sul",0,26600,-21019,47619,0,9,12.1,0.443,9,18,8.9,18.2,4.6,458,33
"M1269","Sudeste",0,31549,-16070,47619,0,9,10.1,0.434,9,22.6,8,17.5,4,486,43
"M1270","Sul",0,70159,22540,47619,1,10,13.6,0.3,9,17.7,5.9,25.1,4.6,754,62
"M1271","Sul",0,69008,21389,47619,1,10,15.4,0.333,9,14.8,6.1,22.1,4.7,600,36
"M1272","Sudeste",0,61013,13394,47619,1,10,15.1,0.286,10,15.2,4.7,28.8,5,619,33
"M1273","Norte",0,27384,-20235,47619,0,9,11.7,0.397,10,22.9,5.2,21.5,3.4,392,30
"M1274","Nordeste",1,59789,12170,47619,1,10,13.8,0.345,9,21.9,5.5,27.9,5.2,612,46
"M1275","Sudeste",0,61656,14037,47619,1,10,10.2,0.326,9,19.4,6.5,31,3.5,607,63
"M1276","Sudeste",0,26591,-21028,47619,0,9,9.8,0.408,9,17.4,6.8,24.8,4.6,464,35
"M1277","Nordeste",1,51505,3886,47619,1,10,9.1,0.355,9,18.5,6,25.3,4.7,564,63
"M1278","Nordeste",1,61892,14273,47619,1,10,15.1,0.296,9,19.5,5.4,26.3,4.7,612,49
"M1279","Sul",0,70615,22996,47619,1,10,15.9,0.189,9,19.4,5.2,22.8,3.9,665,55
"M1280","Sudeste",0,50008,2389,47619,1,10,9,0.26,10,14,5.9,30.1,5.6,628,41
"M1281","Sudeste",0,31922,-15697,47619,0,9,11.5,0.394,10,20,6.8,25.2,5.2,537,40
"M1282","Centro-Oeste",0,34844,-12775,47619,0,9,8.7,0.482,9,20,9.1,22.9,3.6,450,34
"M1283","Norte",0,36917,-10702,47619,0,9,14.8,0.343,9,23.8,5.3,19.7,4.6,478,29
"M1284","Nordeste",1,37074,-10545,47619,0,9,10.6,0.36,9,20.2,8.1,25.3,4.2,401,33
"M1285","Nordeste",1,61692,14073,47619,1,10,13.1,0.283,9,22,6.9,31.4,4.2,657,50
"M1286","Nordeste",1,64853,17234,47619,1,10,14.1,0.356,9,15.9,6.2,28.6,4.8,693,55
"M1287","Centro-Oeste",0,62717,15098,47619,1,10,13.1,0.342,9,17.3,3.9,23.7,4.8,619,41
"M1288","Centro-Oeste",0,71133,23514,47619,1,10,15.2,0.257,9,14.5,5.2,25.6,5.3,688,45
"M1289","Sudeste",0,51698,4079,47619,1,10,9.6,0.305,9,19.7,4.2,24.1,5.1,533,49
"M1290","Centro-Oeste",0,68015,20396,47619,1,10,16,0.255,9,18.8,5.1,22.5,4.2,681,64
"M1291","Centro-Oeste",0,25316,-22303,47619,0,9,11.2,0.4,9,23.1,7.6,17.3,5,403,25
"M1292","Sul",0,61411,13792,47619,1,10,12.6,0.334,9,17.2,6.5,26.1,3.8,574,52
"M1293","Sudeste",0,29558,-18061,47619,0,9,9.5,0.41,9,22.2,6.3,22.4,4.5,484,32
"M1294","Sul",0,42689,-4930,47619,0,9,7.5,0.337,9,23.4,5.6,24,4.5,563,34
"M1295","Nordeste",1,73772,26153,47619,1,10,9.7,0.228,9,17.1,5.1,26.2,5,587,48
"M1296","Nordeste",1,71068,23449,47619,1,10,11.1,0.365,9,16.4,6.1,32.7,4.6,603,40
"M1297","Sul",0,37121,-10498,47619,0,9,6.4,0.367,9,23.2,4.6,19.2,4.8,520,44
"M1298","Centro-Oeste",0,52854,5235,47619,1,10,15.5,0.386,10,18.8,4.7,23.5,5.4,592,53
"M1299","Centro-Oeste",0,21132,-26487,47619,0,9,11.6,0.357,9,20.9,7.8,24.5,5.5,452,40
"M1300","Nordeste",1,35801,-11818,47619,0,9,9.8,0.387,10,21.2,6,23.8,3.9,495,29
"M1301","Nordeste",1,66061,18442,47619,1,10,14.8,0.418,9,11.3,6.9,29.7,5.8,614,53
"M1302","Nordeste",1,39186,-8433,47619,0,9,12.8,0.359,9,20.7,7,23.1,3.6,479,41
"M1303","Nordeste",1,31100,-16519,47619,0,9,13.8,0.366,9,17.3,8.4,25.6,4.1,466,45
"M1304","Nordeste",1,69854,22235,47619,1,10,10.9,0.291,9,14.5,7.1,23.8,4.5,596,47
"M1305","Sudeste",0,38744,-8875,47619,0,9,10.3,0.419,9,18.1,4.6,23.4,4.6,439,31
"M1306","Sudeste",0,48399,780,47619,1,10,16.1,0.292,9,20.5,7.8,23.9,4.9,567,44
"M1307","Centro-Oeste",0,41506,-6113,47619,0,9,8.8,0.375,9,21.4,6.1,16,4.4,481,41
"M1308","Norte",0,44739,-2880,47619,0,9,13.3,0.321,9,20.1,3.8,18.4,4.5,391,42
"M1309","Sudeste",0,59056,11437,47619,1,10,14.8,0.355,9,21.5,5.7,29.4,5.3,580,50
"M1310","Nordeste",1,40297,-7322,47619,0,9,11.8,0.337,9,20.2,5.3,22.2,4.5,430,37
"M1311","Sul",0,67382,19763,47619,1,10,11.6,0.362,9,19.8,5.7,26.9,4.8,655,42
"M1312","Nordeste",1,62516,14897,47619,1,10,14.2,0.259,9,12.7,3.4,25.2,4.7,603,45
"M1313","Sudeste",0,34154,-13465,47619,0,9,10.5,0.376,9,23.5,6.6,21.2,4.3,475,43
"M1314","Nordeste",1,57459,9840,47619,1,10,11.9,0.303,9,15.3,5.2,27.3,4,557,59
"M1315","Nordeste",1,40699,-6920,47619,0,9,9.2,0.351,9,20.8,5.3,28,4.2,488,45
"M1316","Sudeste",0,53334,5715,47619,1,10,11.7,0.404,9,16.1,8,25.7,4.5,580,45
"M1317","Sudeste",0,43422,-4197,47619,0,9,12.6,0.349,9,24.7,7.4,23.6,4.9,453,26
"M1318","Sul",0,71329,23710,47619,1,10,11.7,0.326,9,13.8,5,27.4,4.1,631,52
"M1319","Nordeste",1,48090,471,47619,1,10,9.6,0.261,9,21.4,5.8,26,4.1,554,59
"M1320","Sul",0,50216,2597,47619,1,10,12,0.347,9,19.8,5.5,26.3,3.9,655,41
"M1321","Sudeste",0,59725,12106,47619,1,10,15.5,0.307,9,19.5,6.9,27.4,4.8,660,50
"M1322","Sudeste",0,33526,-14093,47619,0,9,9.2,0.364,10,23.1,8,24,4,458,44
"M1323","Sul",0,35580,-12039,47619,0,9,10.3,0.38,9,23.7,5.6,21.6,5.5,482,35
"M1324","Nordeste",1,21084,-26535,47619,0,9,9.6,0.346,9,23.5,8.8,21.9,4.5,421,35
"M1325","Nordeste",1,50752,3133,47619,1,10,11.9,0.379,9,15.9,6.4,27,5.4,575,46
"M1326","Nordeste",1,45863,-1756,47619,0,9,10.8,0.279,9,16.7,9.9,21.5,4.8,435,41
"M1327","Nordeste",1,64156,16537,47619,1,10,10.7,0.226,10,15.7,7.3,22.9,3.8,604,46
"M1328","Centro-Oeste",0,46478,-1141,47619,0,9,12.6,0.309,9,24.3,7.3,21.7,5.2,503,43
"M1329","Nordeste",1,22541,-25078,47619,0,9,12.3,0.374,9,21.4,6.4,27.1,5,498,36
"M1330","Norte",0,26893,-20726,47619,0,9,9.2,0.409,9,18.8,7.7,20.4,4.8,360,33
"M1331","Sul",0,58404,10785,47619,1,10,11.8,0.318,9,14.9,3,27.6,4.7,645,43
"M1332","Nordeste",1,55514,7895,47619,1,10,13.1,0.365,10,12.6,6.4,22.5,3.9,578,34
"M1333","Centro-Oeste",0,32991,-14628,47619,0,9,9.7,0.432,9,22.6,7.8,18.3,4.4,424,45
"M1334","Sudeste",0,43908,-3711,47619,0,9,13.7,0.326,9,20.3,6.8,19.9,3.8,493,33
"M1335","Sul",0,64188,16569,47619,1,10,13.8,0.315,9,15.7,5.4,29.1,4.9,528,49
"M1336","Centro-Oeste",0,43129,-4490,47619,0,9,14.2,0.273,10,18,6.9,24.7,5.3,446,39
"M1337","Nordeste",1,46133,-1486,47619,0,9,10.9,0.425,9,15.4,8,23.3,4.2,463,41
"M1338","Centro-Oeste",0,29149,-18470,47619,0,9,12.6,0.344,9,22.5,7.3,23.7,4.8,438,31
"M1339","Sudeste",0,38907,-8712,47619,0,9,14.4,0.387,9,20.4,8.6,24.5,5,479,26
"M1340","Nordeste",1,20095,-27524,47619,0,9,11,0.476,9,21.4,7.5,23.3,5.2,446,38
"M1341","Centro-Oeste",0,58017,10398,47619,1,10,11.2,0.31,9,18.9,5.3,27.2,4.4,616,39
"M1342","Sul",0,24835,-22784,47619,0,9,9.2,0.337,10,19.6,8.9,21.9,4.9,456,31
"M1343","Sul",0,44548,-3071,47619,0,9,10.5,0.424,10,22.2,8.5,25.4,4.1,530,38
"M1344","Sudeste",0,41779,-5840,47619,0,9,12.6,0.433,9,24.2,7.5,22.5,4,449,44
"M1345","Sudeste",0,41757,-5862,47619,0,9,11,0.267,9,19.9,8.8,26.1,4.4,455,45
"M1346","Centro-Oeste",0,31102,-16517,47619,0,9,9.9,0.343,10,18.3,9.8,20.5,4.4,446,50
"M1347","Centro-Oeste",0,32237,-15382,47619,0,9,9.9,0.302,9,19.7,7.9,26.3,4.6,453,31
"M1348","Norte",0,21935,-25684,47619,0,9,9.2,0.384,9,20.6,7.5,19.2,4.8,463,29
"M1349","Sudeste",0,38400,-9219,47619,0,9,9.2,0.434,9,25.8,7.6,22.7,4.4,435,39
"M1350","Sul",0,61864,14245,47619,1,10,14,0.279,9,19.9,6.7,27.2,3.5,564,49
"M1351","Nordeste",1,30140,-17479,47619,0,9,10.4,0.315,9,21.8,8.5,17.7,4.3,480,45
"M1352","Nordeste",1,56848,9229,47619,1,10,12.9,0.325,10,17.1,6.4,28.6,5.2,687,38
"M1353","Nordeste",1,46738,-881,47619,0,9,13.1,0.305,10,24.2,6.5,25.3,4.4,422,39
"M1354","Sudeste",0,38467,-9152,47619,0,9,13.2,0.32,9,20.7,5.9,23.4,4.4,520,30
"M1355","Sul",0,46282,-1337,47619,0,9,14.9,0.422,9,19.2,6.9,25.7,4.1,422,42
"M1356","Nordeste",1,70858,23239,47619,1,10,13.9,0.286,10,17.6,3.9,19.5,4.7,526,48
"M1357","Sudeste",0,59673,12054,47619,1,10,13.5,0.284,10,18,4.8,28.4,4.3,683,43
"M1358","Norte",0,27942,-19677,47619,0,9,13.2,0.426,9,16.9,7.2,28.9,4.1,436,31
"M1359","Nordeste",1,24435,-23184,47619,0,9,8.4,0.514,9,19.7,8.3,23,3.5,402,31
"M1360","Sudeste",0,41445,-6174,47619,0,9,13,0.359,9,19.7,8.4,22.9,4,427,46
"M1361","Sudeste",0,44651,-2968,47619,0,9,12.6,0.398,9,17.2,5.9,25.8,4.3,596,32
"M1362","Norte",0,55175,7556,47619,1,10,13.7,0.21,9,16.5,7.5,23.5,4.9,598,35
"M1363","Nordeste",1,58126,10507,47619,1,10,10,0.3,9,20.9,7.2,29.4,4.6,553,50
"M1364","Nordeste",1,73374,25755,47619,1,10,17,0.254,9,24,4.5,26.5,5,648,57
"M1365","Sul",0,53958,6339,47619,1,10,11.4,0.242,9,15.3,6.7,24.1,4.7,642,51
"M1366","Norte",0,71239,23620,47619,1,10,14,0.259,9,21.6,5.7,26.4,3.8,636,43
"M1367","Sul",0,74906,27287,47619,1,10,13.6,0.306,9,14.7,6.2,28.4,4.8,583,60
"M1368","Sul",0,33448,-14171,47619,0,9,7.6,0.354,9,20.3,6.5,29.3,4.4,475,42
"M1369","Nordeste",1,59331,11712,47619,1,10,13,0.247,9,16.9,5.1,27.1,4.6,516,55
"M1370","Nordeste",1,41599,-6020,47619,0,9,12.9,0.322,9,15.2,8.8,23.1,4.7,508,22
"M1371","Sudeste",0,42425,-5194,47619,0,9,9.3,0.353,9,20,8.4,30,4.1,427,37
"M1372","Sul",0,21306,-26313,47619,0,9,9.7,0.427,9,24.9,6.7,19,4.5,385,32
"M1373","Sudeste",0,60782,13163,47619,1,10,12.8,0.321,9,16,5.3,28.1,5.1,616,48
"M1374","Norte",0,47274,-345,47619,0,9,11,0.266,9,21.4,6.9,26.2,4.8,489,41
"M1375","Norte",0,48364,745,47619,1,10,12.5,0.348,9,20.9,4.1,28.6,4.2,629,39
"M1376","Centro-Oeste",0,66748,19129,47619,1,10,13.8,0.304,9,18.3,5.8,28.2,4.7,570,57
"M1377","Nordeste",1,35707,-11912,47619,0,9,9.1,0.429,10,24.4,5.6,24.6,3.5,403,39
"M1378","Nordeste",1,27073,-20546,47619,0,9,11.2,0.383,9,21.2,8.2,26,4,450,11
"M1379","Sul",0,26660,-20959,47619,0,9,8.2,0.438,9,20.8,7.2,21.5,5.2,478,23
"M1380","Centro-Oeste",0,70621,23002,47619,1,10,14.7,0.265,9,16.9,6.7,25,5.1,586,48
"M1381","Sudeste",0,40218,-7401,47619,0,9,14.1,0.373,9,15.3,6.3,21,4.2,476,41
"M1382","Norte",0,33931,-13688,47619,0,9,10.7,0.451,10,18.1,9.2,29.6,4.2,430,30
"M1383","Nordeste",1,42046,-5573,47619,0,9,10,0.348,9,19,7.2,19,4.2,573,39
"M1384","Nordeste",1,70412,22793,47619,1,10,15.2,0.248,9,20.3,5.7,24.4,5,629,46
"M1385","Sudeste",0,63769,16150,47619,1,10,12.3,0.296,10,18.1,3.1,30.6,4.4,559,52
"M1386","Nordeste",1,23434,-24185,47619,0,9,11.4,0.279,10,22.8,8.8,24.3,4.2,498,37
"M1387","Centro-Oeste",0,66147,18528,47619,1,10,16.4,0.315,9,16.9,5.7,24.6,5.1,614,48
"M1388","Sul",0,21710,-25909,47619,0,9,10,0.41,9,21.5,7.2,23,4.2,444,33
"M1389","Sudeste",0,62970,15351,47619,1,10,15.3,0.287,9,16.1,7.1,25.1,4.6,596,36
"M1390","Sudeste",0,46937,-682,47619,0,9,11.8,0.362,9,14.7,4.6,17.1,3.7,486,48
"M1391","Sudeste",0,31558,-16061,47619,0,9,8.6,0.324,9,20.8,6.5,21.4,4.4,544,39
"M1392","Nordeste",1,31176,-16443,47619,0,9,9.1,0.336,9,20.9,7.3,23.8,4.7,472,32
"M1393","Nordeste",1,38922,-8697,47619,0,9,12.6,0.384,9,19.8,7.6,28.4,4.4,502,30
"M1394","Nordeste",1,50916,3297,47619,1,10,15.4,0.3,9,21.3,6.7,31.3,4.1,562,49
"M1395","Nordeste",1,72479,24860,47619,1,10,13.4,0.329,9,19.8,5.3,29.2,5.1,649,45
"M1396","Norte",0,63853,16234,47619,1,10,13.6,0.298,10,17,5.7,24.8,4.3,632,56
"M1397","Sudeste",0,72790,25171,47619,1,10,13.7,0.214,9,19.2,7.3,29.9,5,584,54
"M1398","Sudeste",0,22699,-24920,47619,0,9,9.5,0.53,10,22.2,6.3,20.9,3.8,496,34
"M1399","Sul",0,23139,-24480,47619,0,9,9.6,0.427,9,18.9,7.5,21.7,4.6,494,38
"M1400","Sudeste",0,60983,13364,47619,1,10,13.5,0.379,9,19.1,4.5,21.8,4.9,584,52
"M1401","Nordeste",1,29255,-18364,47619,0,9,6.8,0.288,9,19.1,5.7,23.2,3.8,520,40
"M1402","Sul",0,35296,-12323,47619,0,9,12.5,0.422,9,16,8,18.3,4.2,496,28
"M1403","Nordeste",1,68324,20705,47619,1,10,12.6,0.312,9,15.2,5.5,26.3,5,583,51
"M1404","Centro-Oeste",0,54413,6794,47619,1,10,12.1,0.335,9,17.6,6.8,26.2,4.3,585,46
"M1405","Nordeste",1,43789,-3830,47619,0,9,12.4,0.387,9,20.7,8.9,27.7,4.5,449,47
"M1406","Nordeste",1,62973,15354,47619,1,10,11.2,0.239,9,15.6,3.7,24.4,4.4,622,49
"M1407","Sudeste",0,28983,-18636,47619,0,9,12.3,0.43,9,22.6,6.3,19.7,4.2,501,24
"M1408","Nordeste",1,49959,2340,47619,1,10,13.3,0.281,9,15.5,6.5,21.1,4.4,510,52
"M1409","Sudeste",0,36533,-11086,47619,0,9,8.4,0.389,9,18.9,7.4,15.1,4.1,445,28
"M1410","Centro-Oeste",0,58122,10503,47619,1,10,13.4,0.211,10,18.9,5.6,25.4,4.8,629,51
"M1411","Nordeste",1,28168,-19451,47619,0,9,9.6,0.378,9,18.3,6.1,24.3,4.4,319,30
"M1412","Nordeste",1,45440,-2179,47619,0,9,10.8,0.302,9,21.2,5.1,24.8,4.8,556,37
"M1413","Norte",0,46902,-717,47619,0,9,10.4,0.331,9,16.2,5.2,26.7,3.4,448,35
"M1414","Nordeste",1,42752,-4867,47619,0,9,8.6,0.362,10,22.5,5.2,27.8,4.2,458,39
"M1415","Nordeste",1,35777,-11842,47619,0,9,10.4,0.337,9,19,5.4,30.4,3.8,399,36
"M1416","Sul",0,34486,-13133,47619,0,9,11.2,0.323,9,16.7,10.4,23.6,5,469,23
"M1417","Sul",0,58819,11200,47619,1,10,10.8,0.301,9,15.3,6.7,30.4,4.6,625,52
"M1418","Sudeste",0,53712,6093,47619,1,10,12.7,0.289,9,19.8,5,26.6,4.9,595,41
"M1419","Norte",0,59850,12231,47619,1,10,12.3,0.269,9,22.7,5.9,28.3,5.4,616,47
"M1420","Sudeste",0,38733,-8886,47619,0,9,9.7,0.407,9,23.7,7,27.8,4.7,491,36
"M1421","Nordeste",1,36919,-10700,47619,0,9,13.4,0.433,9,22.9,7.3,21.7,4.8,467,32
"M1422","Nordeste",1,48821,1202,47619,1,10,8.7,0.31,9,17.6,6.6,28.4,4.3,593,52
"M1423","Centro-Oeste",0,37798,-9821,47619,0,9,15.8,0.34,9,19.8,9.3,20,3.8,489,32
"M1424","Centro-Oeste",0,53737,6118,47619,1,10,15,0.375,9,18.2,6.9,25,4.6,589,45
"M1425","Sul",0,50133,2514,47619,1,10,11.5,0.331,9,16.5,8,26,4.1,638,53
"M1426","Nordeste",1,41898,-5721,47619,0,9,12.9,0.343,9,22.1,8.4,25.1,4.8,473,59
"M1427","Centro-Oeste",0,55080,7461,47619,1,10,11.3,0.331,9,12,6.3,22.3,3.9,592,47
"M1428","Nordeste",1,28850,-18769,47619,0,9,13.1,0.431,9,21.6,8.4,20.2,4.3,500,37
"M1429","Sudeste",0,72130,24511,47619,1,10,17.9,0.223,9,15.1,6.4,29.3,5.3,633,46
"M1430","Centro-Oeste",0,39822,-7797,47619,0,9,7.9,0.375,9,21,9.2,25.6,3.8,440,44
"M1431","Sudeste",0,39678,-7941,47619,0,9,9.8,0.355,9,24.2,8.2,18.2,5.1,494,51
"M1432","Nordeste",1,50290,2671,47619,1,10,11.1,0.377,10,16.9,7.9,27.5,5.1,624,36
"M1433","Nordeste",1,43330,-4289,47619,0,9,12.2,0.355,9,23.5,9.2,21.8,4,510,37
"M1434","Centro-Oeste",0,26718,-20901,47619,0,9,15.5,0.366,9,25.2,7.2,18.4,3.7,425,22
"M1435","Nordeste",1,73024,25405,47619,1,10,11.8,0.291,9,23.7,6.4,22.2,4.8,569,62
"M1436","Sudeste",0,25710,-21909,47619,0,9,10.8,0.431,9,19,9.6,24.4,4.8,498,23
"M1437","Nordeste",1,58753,11134,47619,1,10,12.2,0.335,9,14.4,4.3,27.2,4.2,517,44
"M1438","Sul",0,63149,15530,47619,1,10,16,0.358,9,20.4,5.9,27,4,585,46
"M1439","Sul",0,52377,4758,47619,1,10,11.2,0.366,9,20.6,6,21,3.7,558,58
"M1440","Centro-Oeste",0,51754,4135,47619,1,10,13.1,0.341,10,16.6,8,24.9,5.1,493,59
"M1441","Sul",0,64281,16662,47619,1,10,12.4,0.35,9,15.3,5.8,31.1,3.9,567,55
"M1442","Nordeste",1,25435,-22184,47619,0,9,9.1,0.347,9,21.6,6.7,16.9,4.1,416,44
"M1443","Centro-Oeste",0,27090,-20529,47619,0,9,14.4,0.371,9,18.8,6.2,28.1,3.9,375,41
"M1444","Nordeste",1,49471,1852,47619,1,10,13.4,0.395,9,18.9,6.8,28,5,678,50
"M1445","Sudeste",0,35192,-12427,47619,0,9,11,0.333,9,20.1,8.4,27.2,4.3,392,39
"M1446","Nordeste",1,47390,-229,47619,0,9,12.3,0.323,9,19.1,7.1,21.5,3.7,399,30
"M1447","Nordeste",1,46886,-733,47619,0,9,15,0.366,9,19.1,6.9,20.9,4.7,474,35
"M1448","Sudeste",0,21969,-25650,47619,0,9,12.2,0.481,10,17.7,6.5,23.8,4.5,461,37
"M1449","Sudeste",0,29954,-17665,47619,0,9,8.9,0.398,10,20.4,8.9,21.1,5.2,410,53
"M1450","Nordeste",1,54694,7075,47619,1,10,8.5,0.35,9,15,6.1,24.3,4.1,553,38
"M1451","Nordeste",1,65852,18233,47619,1,10,13.6,0.212,10,21.2,6.3,26,5.1,626,56
"M1452","Nordeste",1,62398,14779,47619,1,10,11.4,0.306,9,21.9,5.3,28,3.9,670,48
"M1453","Norte",0,63478,15859,47619,1,10,10,0.298,9,16.7,7.2,24.1,4.7,526,45
"M1454","Sudeste",0,37407,-10212,47619,0,9,8.3,0.388,9,22.1,8.6,20.7,3.9,475,43
"M1455","Centro-Oeste",0,67259,19640,47619,1,10,11.6,0.332,9,14,6.7,28.1,5.9,602,56
"M1456","Sudeste",0,67276,19657,47619,1,10,14.1,0.362,9,13.3,4.8,30.3,5.1,678,47
"M1457","Norte",0,64532,16913,47619,1,10,12.7,0.23,9,12.5,5.8,29.2,4.5,620,58
"M1458","Sudeste",0,25461,-22158,47619,0,9,10.3,0.397,9,20.4,8.1,21.7,4.2,498,27
"M1459","Sudeste",0,44622,-2997,47619,0,9,12.7,0.425,9,15.8,5.8,24.8,4.3,542,41
"M1460","Centro-Oeste",0,22975,-24644,47619,0,9,11.6,0.376,9,22,8.6,25.7,4.3,385,41
"M1461","Centro-Oeste",0,28445,-19174,47619,0,9,8,0.399,9,19.3,5.9,23.1,4.8,438,45
"M1462","Sudeste",0,74672,27053,47619,1,10,16.4,0.215,9,16.6,5,27,4.8,591,47
"M1463","Sudeste",0,67157,19538,47619,1,10,13.7,0.299,9,14,5.6,27.3,4.4,559,40
"M1464","Norte",0,57829,10210,47619,1,10,13.1,0.36,10,19.7,6.2,29.2,4.2,668,43
"M1465","Sul",0,24966,-22653,47619,0,9,11.9,0.403,10,16.6,8.1,23.7,4.6,473,37
"M1466","Sul",0,59141,11522,47619,1,10,14.9,0.283,9,20.4,5.3,22.6,4.2,579,44
"M1467","Sul",0,49912,2293,47619,1,10,11.1,0.358,9,17.8,6.2,26.5,4,611,39
"M1468","Sudeste",0,27159,-20460,47619,0,9,7.9,0.377,9,22.7,7.4,24.7,3.6,427,35
"M1469","Sudeste",0,22832,-24787,47619,0,9,11.2,0.336,9,23.5,8.3,21.3,4.4,439,31
"M1470","Sul",0,26893,-20726,47619,0,9,13.8,0.406,9,23.3,7.3,22.7,4.1,452,26
"M1471","Nordeste",1,39730,-7889,47619,0,9,10.6,0.375,9,23.3,9.2,19.9,4.7,399,39
"M1472","Centro-Oeste",0,64613,16994,47619,1,10,11.8,0.341,9,13.8,7.2,29.7,4.7,628,59
"M1473","Sudeste",0,67310,19691,47619,1,10,16.3,0.258,9,17,7,30.2,3.9,573,34
"M1474","Nordeste",1,49122,1503,47619,1,10,10.9,0.224,9,12.9,7.1,28.5,4.8,557,47
"M1475","Sudeste",0,56377,8758,47619,1,10,15.9,0.314,9,17.8,6.3,30.4,4.7,616,51
"M1476","Norte",0,48218,599,47619,1,10,12.6,0.366,9,16.4,3.7,28.3,4.3,609,44
"M1477","Sudeste",0,72522,24903,47619,1,10,9.3,0.333,9,20,4.6,21.1,4.7,596,47
"M1478","Nordeste",1,47757,138,47619,1,10,14.9,0.343,9,12.8,6.2,28.5,5.1,585,51
"M1479","Sudeste",0,26227,-21392,47619,0,9,10.2,0.445,10,21.4,8.4,23.1,4.4,517,31
"M1480","Sudeste",0,30905,-16714,47619,0,9,10.1,0.421,9,21.3,6.4,31.8,4.6,409,39
"M1481","Nordeste",1,44570,-3049,47619,0,9,12.9,0.445,9,22.7,3.7,27.4,4.4,428,37
"M1482","Sudeste",0,59080,11461,47619,1,10,13.6,0.332,10,14.6,5.4,27.2,5,606,38
"M1483","Sudeste",0,25251,-22368,47619,0,9,12.1,0.38,10,22.5,6.4,26.1,4.4,431,21
"M1484","Norte",0,49025,1406,47619,1,10,10.6,0.405,9,17.2,6.7,29.5,4.5,513,53
"M1485","Sul",0,64024,16405,47619,1,10,13.6,0.273,9,17.5,6.7,24.1,4.3,651,47
"M1486","Nordeste",1,43098,-4521,47619,0,9,14.1,0.353,9,16.6,10,21.8,4.5,515,40
"M1487","Sudeste",0,34360,-13259,47619,0,9,11,0.331,9,25.5,8.8,25,4.7,458,43
"M1488","Sudeste",0,65059,17440,47619,1,10,10.9,0.272,9,21.5,5.6,24,5.3,552,52
"M1489","Centro-Oeste",0,25720,-21899,47619,0,9,12.1,0.457,9,20.6,8,22.8,4.5,463,22
"M1490","Sudeste",0,28629,-18990,47619,0,9,11.3,0.392,9,24.7,8.2,23.1,4.3,513,32
"M1491","Sudeste",0,49292,1673,47619,1,10,11,0.368,9,10,4.7,26.8,5.1,580,46
"M1492","Centro-Oeste",0,60167,12548,47619,1,10,12.9,0.329,9,18.5,6.6,29,4.4,588,54
"M1493","Nordeste",1,43282,-4337,47619,0,9,15.2,0.264,9,14.6,9.2,25,3.7,510,30
"M1494","Nordeste",1,49957,2338,47619,1,10,8,0.357,9,15.3,5.8,19,5,581,43
"M1495","Sudeste",0,40250,-7369,47619,0,9,12.9,0.44,9,18.5,5.7,27.9,3.6,415,29
"M1496","Sudeste",0,24453,-23166,47619,0,9,13,0.351,9,18.1,7.8,22.4,3.7,515,31
"M1497","Sul",0,66807,19188,47619,1,10,13.1,0.294,9,14.8,4.8,25.9,5.5,602,38
"M1498","Centro-Oeste",0,68942,21323,47619,1,10,15.4,0.341,9,15.5,4.6,28.7,5.3,606,57
"M1499","Norte",0,38741,-8878,47619,0,9,10.3,0.36,10,21.7,7.8,25.2,4.8,468,47
"M1500","Sudeste",0,38293,-9326,47619,0,9,9.3,0.309,9,23,7.1,21.4,4.5,498,37
"M1501","Centro-Oeste",0,42763,-4856,47619,0,9,12.5,0.343,9,19.1,9.8,27.3,4,446,51
